order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,sales,discount,profit,customer_id
6400,2023-03-05,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Labels,OFF-LA-10002195,20,20,8,4,160,6.4,-6.400000000000006,Hom_Con_New
6401,2022-03-18,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Art,OFF-AR-10000380,210,230,6,2,1380,27.6,92.40000000000009,Hom_Con_New
6402,2022-02-09,First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,FUR-BO-10000330,220,240,2,3,480,14.4,25.600000000000023,Con_Laf_Lou
6403,2023-04-12,First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Binders,OFF-BI-10000591,0,0,1,4,0,0.0,0.0,Con_Laf_Lou
6404,2023-05-05,First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,FUR-FU-10001731,10,10,3,4,30,1.2,-1.1999999999999993,Con_Laf_Lou
6405,2022-08-12,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,TEC-PH-10001198,150,180,3,2,540,10.8,79.20000000000005,Con_Ral_Nor
6406,2023-08-14,Second Class,Corporate,United States,Spokane,Washington,99207,West,Furniture,Chairs,FUR-CH-10002331,510,570,2,3,1140,34.2,85.79999999999995,Cor_Spo_Was
6407,2023-01-05,Second Class,Corporate,United States,Spokane,Washington,99207,West,Office Supplies,Storage,OFF-ST-10002370,120,150,7,4,1050,42.0,168.0,Cor_Spo_Was
6408,2023-06-01,First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Chairs,FUR-CH-10003981,770,900,5,3,4500,135.0,515.0,Con_Hou_Tex
6409,2022-08-27,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,OFF-AR-10001446,40,50,5,2,250,5.0,45.0,Con_Hou_Tex
6410,2022-09-25,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10000300,50,50,3,3,150,4.5,-4.5,Con_Hou_Tex
6411,2023-02-12,First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10004071,10,10,1,2,10,0.2,-0.1999999999999993,Con_Hou_Tex
6412,2022-03-30,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10003134,70,80,2,4,160,6.4,13.599999999999994,Con_Hou_Tex
6413,2023-07-12,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,OFF-BI-10002735,90,100,3,4,300,12.0,18.0,Hom_Lou_Ken
6414,2022-02-13,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,TEC-AC-10004510,90,100,6,2,600,12.0,48.0,Hom_Lou_Ken
6415,2022-07-02,Second Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,OFF-BI-10004099,10,10,5,5,50,2.5,-2.5,Hom_Hol_Flo
6416,2022-02-26,Same Day,Corporate,United States,Chandler,Arizona,85224,West,Office Supplies,Paper,OFF-PA-10003395,70,80,1,3,80,2.4,7.599999999999994,Cor_Cha_Ari
6417,2023-06-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10002890,100,110,4,5,440,22.0,18.0,Con_Phi_Pen
6418,2022-06-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,OFF-FA-10004968,10,10,2,3,20,0.6,-0.6000000000000014,Con_Phi_Pen
6419,2023-05-22,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Supplies,OFF-SU-10001218,20,20,2,3,40,1.2,-1.2000000000000028,Cor_Tul_Okl
6420,2023-03-04,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,FUR-CH-10002084,320,370,3,5,1110,55.5,94.5,Cor_Tul_Okl
6421,2022-01-11,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,OFF-AR-10004269,10,10,3,4,30,1.2,-1.1999999999999993,Cor_Tul_Okl
6422,2023-08-01,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,OFF-ST-10001128,300,330,3,4,990,39.6,50.39999999999998,Cor_Tul_Okl
6423,2022-05-05,Standard Class,Corporate,United States,Draper,Utah,84020,West,Technology,Accessories,TEC-AC-10002006,90,110,7,4,770,30.8,109.20000000000005,Cor_Dra_Uta
6424,2022-08-10,First Class,Home Office,United States,Oakland,California,94601,West,Furniture,Chairs,FUR-CH-10003956,410,450,8,4,3600,144.0,176.0,Hom_Oak_Cal
6425,2023-12-16,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,OFF-PA-10000552,20,20,3,2,60,1.2,-1.2000000000000028,Con_Law_Mas
6426,2023-06-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Copiers,TEC-CO-10004722,7310,8400,4,3,33600,1008.0,3352.0,Con_Phi_Pen
6427,2023-10-02,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10004308,10,10,1,3,10,0.3,-0.3000000000000007,Con_Phi_Pen
6428,2023-03-26,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10000029,10,10,2,2,20,0.4,-0.3999999999999986,Con_Phi_Pen
6429,2022-06-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10004080,100,120,3,3,360,10.8,49.19999999999999,Con_Phi_Pen
6430,2022-07-09,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Storage,OFF-ST-10001558,30,30,2,5,60,3.0,-3.0,Con_Jac_Nor
6431,2023-10-11,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Tables,FUR-TA-10001768,870,950,6,3,5700,171.0,309.0,Con_Jac_Nor
6432,2022-06-20,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10002982,10,10,7,2,70,1.4,-1.4000000000000057,Con_Jac_Nor
6433,2022-04-05,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,FUR-FU-10001468,340,410,3,5,1230,61.5,148.5,Con_Jac_Nor
6434,2023-04-27,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10001838,20,20,5,4,100,4.0,-4.0,Cor_Chi_Ill
6435,2023-12-28,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10002890,150,180,5,4,900,36.0,114.0,Cor_Chi_Ill
6436,2023-08-07,First Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,FUR-FU-10004963,40,40,4,2,160,3.2,-3.1999999999999886,Con_Poc_Ida
6437,2023-07-25,First Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Storage,OFF-ST-10000025,450,480,5,5,2400,120.0,30.0,Con_Poc_Ida
6438,2022-07-04,First Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,TEC-PH-10004389,250,300,3,5,900,45.0,105.0,Con_Poc_Ida
6439,2022-07-08,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,FUR-TA-10000577,890,970,4,2,3880,77.6,242.4000000000001,Con_Pla_Tex
6440,2023-04-19,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,FUR-CH-10003298,550,590,5,2,2950,59.0,141.0,Con_New_New
6441,2023-01-08,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10001860,30,30,5,3,150,4.5,-4.5,Cor_New_New
6442,2023-11-21,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10003123,80,100,3,4,300,12.0,48.0,Cor_New_New
6443,2023-11-13,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10001295,40,40,2,5,80,4.0,-4.0,Cor_New_New
6444,2023-02-03,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10000407,20,20,5,3,100,3.0,-3.0,Cor_New_New
6445,2023-11-15,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10003535,70,80,3,5,240,12.0,18.0,Cor_New_New
6446,2023-08-08,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,OFF-FA-10000611,10,10,6,2,60,1.2,-1.2000000000000028,Con_Chi_Ill
6447,2023-05-01,Second Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Furnishings,FUR-FU-10004848,100,100,5,5,500,25.0,-25.0,Hom_Hou_Tex
6448,2023-01-19,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Labels,OFF-LA-10002381,0,0,1,3,0,0.0,0.0,Hom_Hou_Tex
6449,2022-05-25,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10000918,10,10,1,4,10,0.4,-0.40000000000000036,Hom_Hou_Tex
6450,2022-12-26,Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Binders,OFF-BI-10000822,10,10,2,4,20,0.8,-0.8000000000000007,Con_Mer_Con
6451,2022-06-16,Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Paper,OFF-PA-10002222,50,50,2,5,100,5.0,-5.0,Con_Mer_Con
6452,2022-11-01,Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,OFF-AR-10004930,10,10,1,5,10,0.5,-0.5,Con_Mer_Con
6453,2023-06-26,Second Class,Consumer,United States,Glenview,Illinois,60025,Central,Technology,Phones,TEC-PH-10001750,140,160,3,4,480,19.2,40.80000000000001,Con_Gle_Ill
6454,2022-11-29,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,OFF-AR-10000657,0,0,2,2,0,0.0,0.0,Con_Hou_Tex
6455,2022-09-07,First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10003442,50,60,2,4,120,4.8,15.200000000000003,Con_San_Cal
6456,2022-10-08,First Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10003142,40,40,7,4,280,11.2,-11.199999999999989,Con_San_Cal
6457,2022-09-04,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10002468,130,140,1,2,140,2.8,7.199999999999989,Cor_New_New
6458,2022-01-09,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10004165,20,20,7,2,140,2.8,-2.8000000000000114,Cor_New_New
6459,2023-04-25,First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,OFF-AR-10001919,0,0,2,2,0,0.0,0.0,Cor_Bal_Mar
6460,2022-12-31,First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,OFF-AR-10003045,10,10,5,4,50,2.0,-2.0,Cor_Bal_Mar
6461,2022-02-17,First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,OFF-AR-10003338,40,40,5,4,200,8.0,-8.0,Cor_Bal_Mar
6462,2023-03-14,First Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Accessories,TEC-AC-10003280,70,90,3,3,270,8.1,51.89999999999998,Cor_Bal_Mar
6463,2022-05-19,First Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,FUR-CH-10003298,220,260,2,3,520,15.6,64.39999999999998,Cor_Bal_Mar
6464,2022-01-10,First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,OFF-LA-10004544,60,70,5,2,350,7.0,43.0,Cor_Bal_Mar
6465,2023-11-18,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,FUR-FU-10004586,10,10,2,2,20,0.4,-0.3999999999999986,Hom_Lou_Ken
6466,2022-11-16,Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Storage,OFF-ST-10003572,70,80,6,3,480,14.4,45.60000000000002,Con_Leb_Ten
6467,2022-03-26,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10002331,60,70,7,4,490,19.6,50.39999999999998,Con_Los_Cal
6468,2022-08-02,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,OFF-ST-10000142,1850,2080,5,5,10400,520.0,630.0,Hom_Pro_Rho
6469,2022-01-04,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,TEC-PH-10000441,520,630,5,3,3150,94.5,455.5,Hom_Pro_Rho
6470,2023-03-22,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Furnishings,FUR-FU-10004864,60,70,6,2,420,8.4,51.60000000000002,Hom_Pro_Rho
6471,2023-02-16,Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Phones,TEC-PH-10001750,110,130,2,3,260,7.8,32.19999999999999,Hom_Det_Mic
6472,2022-07-13,Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Accessories,TEC-AC-10004510,100,110,7,3,770,23.1,46.89999999999998,Hom_Det_Mic
6473,2022-04-02,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Labels,OFF-LA-10001074,90,100,10,4,1000,40.0,60.0,Hom_Hou_Tex
6474,2022-09-17,Second Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,OFF-AP-10003590,760,870,3,4,2610,104.4,225.5999999999999,Con_Col_Ten
6475,2023-03-24,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,FUR-BO-10003433,50,60,4,3,240,7.2,32.80000000000001,Cor_Phi_Pen
6476,2023-10-05,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,OFF-BI-10002432,0,0,3,4,0,0.0,0.0,Con_Pem_Flo
6477,2022-06-17,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,OFF-AP-10003622,10,10,2,4,20,0.8,-0.8000000000000007,Con_Pem_Flo
6478,2023-04-30,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,TEC-AC-10003832,170,210,1,3,210,6.3,33.69999999999999,Con_Pem_Flo
6479,2023-03-03,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,OFF-PA-10000809,20,20,3,5,60,3.0,-3.0,Con_Pem_Flo
6480,2022-08-28,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Phones,TEC-PH-10000441,420,500,5,4,2500,100.0,300.0,Con_Pem_Flo
6481,2023-05-21,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,OFF-AP-10002287,20,20,7,2,140,2.8,-2.8000000000000114,Con_Pem_Flo
6482,2022-02-18,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Bookcases,FUR-BO-10002824,210,240,2,3,480,14.4,45.60000000000002,Con_Pem_Flo
6483,2023-10-03,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,TEC-AC-10002942,100,110,2,2,220,4.4,15.599999999999994,Con_Pem_Flo
6484,2022-04-26,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10001932,350,380,2,2,760,15.2,44.799999999999955,Cor_New_New
6485,2023-06-02,Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Machines,TEC-MA-10003173,70,80,6,5,480,24.0,36.0,Cor_New_New
6486,2022-10-30,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004156,40,50,4,3,200,6.0,34.0,Cor_New_New
6487,2022-05-18,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Appliances,OFF-AP-10002945,870,960,4,2,3840,76.8,283.1999999999998,Con_Jac_Nor
6488,2023-07-31,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10000948,10,10,3,5,30,1.5,-1.5,Con_Jac_Nor
6489,2023-09-04,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10002254,240,300,14,3,4200,126.0,714.0,Con_Jac_Nor
6490,2022-03-13,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004782,20,30,5,2,150,3.0,47.0,Con_New_New
6491,2023-11-23,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10000222,90,100,4,4,400,16.0,24.0,Cor_Phi_Pen
6492,2023-05-30,Standard Class,Corporate,United States,Orlando,Florida,32839,South,Furniture,Bookcases,FUR-BO-10004695,230,290,2,3,580,17.4,102.60000000000002,Cor_Orl_Flo
6493,2023-10-16,Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Storage,OFF-ST-10003327,40,40,5,5,200,10.0,-10.0,Cor_Orl_Flo
6494,2023-11-29,Standard Class,Corporate,United States,Orlando,Florida,32839,South,Technology,Phones,TEC-PH-10003357,230,240,4,4,960,38.4,1.6000000000000227,Cor_Orl_Flo
6495,2022-12-02,Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,TEC-AC-10002167,20,20,2,2,40,0.8,-0.7999999999999972,Con_Hou_Tex
6496,2022-12-12,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10001937,20,20,3,3,60,1.8,-1.7999999999999972,Con_Hou_Tex
6497,2023-02-23,Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,TEC-AC-10004510,20,30,2,3,60,1.8,18.200000000000003,Con_Hou_Tex
6498,2022-04-10,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,FUR-FU-10001487,20,20,3,2,60,1.2,-1.2000000000000028,Hom_Lou_Ken
6499,2023-07-05,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,OFF-BI-10000069,120,140,9,2,1260,25.2,154.79999999999995,Hom_Lou_Ken
6500,2022-05-29,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,TEC-AC-10003289,250,280,14,3,3920,117.6,302.4000000000001,Hom_Lou_Ken
6501,2023-01-01,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,OFF-BI-10000069,80,90,6,5,540,27.0,33.0,Hom_Lou_Ken
6502,2022-09-17,Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,TEC-PH-10001299,480,540,6,4,3240,129.6,230.4000000000001,Con_Med_Ohi
6503,2023-04-13,Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,TEC-PH-10001552,40,50,7,5,350,17.5,52.5,Con_Med_Ohi
6504,2023-11-30,Standard Class,Consumer,United States,Medina,Ohio,44256,East,Office Supplies,Binders,OFF-BI-10001098,20,20,3,5,60,3.0,-3.0,Con_Med_Ohi
6505,2023-07-07,Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000142,1100,1250,3,3,3750,112.5,337.5,Cor_New_New
6506,2023-10-25,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10001547,10,10,3,5,30,1.5,-1.5,Cor_Chi_Ill
6507,2023-09-09,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10001593,20,20,4,5,80,4.0,-4.0,Cor_Phi_Pen
6508,2022-07-30,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10004071,280,330,4,5,1320,66.0,134.0,Cor_Phi_Pen
6509,2023-10-03,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001970,240,280,5,3,1400,42.0,158.0,Cor_New_New
6510,2023-07-27,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001524,50,50,3,5,150,7.5,-7.5,Cor_New_New
6511,2022-07-01,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004156,30,30,3,2,90,1.8,-1.7999999999999972,Cor_New_New
6512,2023-12-05,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10003158,20,20,6,3,120,3.6,-3.5999999999999943,Hom_San_Cal
6513,2023-08-21,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,OFF-LA-10004559,10,10,4,2,40,0.8,-0.7999999999999972,Hom_San_Cal
6514,2023-07-04,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10001033,240,290,7,3,2030,60.9,289.0999999999999,Hom_San_Cal
6515,2023-08-13,Standard Class,Home Office,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10001336,190,210,2,3,420,12.6,27.399999999999977,Hom_San_Cal
6516,2022-09-11,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10002961,200,220,3,3,660,19.8,40.200000000000045,Con_San_Cal
6517,2022-03-14,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10001488,480,530,5,2,2650,53.0,197.0,Con_San_Cal
6518,2022-02-10,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10001915,80,100,10,2,1000,20.0,180.0,Con_San_Cal
6519,2023-06-15,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10001205,100,110,2,2,220,4.4,15.599999999999994,Con_San_Cal
6520,2022-11-20,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004528,0,0,1,3,0,0.0,0.0,Con_San_Cal
6521,2022-10-15,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,OFF-BI-10004995,4570,5440,4,4,21760,870.4,2609.5999999999985,Con_Jac_Mic
6522,2023-08-22,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Furniture,Chairs,FUR-CH-10004626,280,300,3,3,900,27.0,33.0,Con_Jac_Mic
6523,2023-10-13,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,OFF-PA-10001260,50,60,7,2,420,8.4,61.60000000000002,Con_Jac_Mic
6524,2022-09-23,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,OFF-LA-10002945,10,10,2,2,20,0.4,-0.3999999999999986,Hom_Phi_Pen
6525,2022-04-24,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10002310,60,60,1,3,60,1.8,-1.7999999999999972,Hom_Phi_Pen
6526,2023-06-06,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10001525,10,10,5,3,50,1.5,-1.5,Hom_Phi_Pen
6527,2023-03-19,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10001308,10,10,5,2,50,1.0,-1.0,Hom_Phi_Pen
6528,2023-05-09,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Copiers,TEC-CO-10002095,1680,2000,4,5,8000,400.0,880.0,Cor_War_Rho
6529,2023-06-04,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10004946,190,220,4,3,880,26.4,93.60000000000002,Hom_New_New
6530,2023-04-01,Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Labels,OFF-LA-10004425,10,10,3,3,30,0.9,-0.8999999999999986,Hom_ElP_Tex
6531,2022-03-18,Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Binders,OFF-BI-10000320,0,0,3,4,0,0.0,0.0,Hom_ElP_Tex
6532,2022-03-22,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Art,OFF-AR-10001315,10,10,5,5,50,2.5,-2.5,Con_Roc_Min
6533,2022-08-22,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,TEC-AC-10004595,120,140,1,3,140,4.2,15.800000000000011,Con_Roc_Min
6534,2023-03-27,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,TEC-AC-10001539,340,400,5,2,2000,40.0,260.0,Con_Roc_Min
6535,2022-07-26,Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Binders,OFF-BI-10001359,1810,2150,3,4,6450,258.0,762.0,Con_Buf_New
6536,2023-02-08,Standard Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Bookcases,FUR-BO-10002213,3690,4010,10,5,40100,2005.0,1195.0,Con_Buf_New
6537,2022-12-16,First Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,FUR-TA-10003008,270,330,3,5,990,49.5,130.5,Cor_Kno_Ten
6538,2022-10-10,First Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Storage,OFF-ST-10000934,80,100,3,3,300,9.0,51.0,Cor_Kno_Ten
6539,2023-12-30,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10004042,140,160,1,3,160,4.8,15.199999999999989,Cor_New_Del
6540,2022-01-26,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Chairs,FUR-CH-10002439,250,290,5,2,1450,29.0,171.0,Cor_New_Del
6541,2023-01-17,First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10001363,60,70,6,4,420,16.8,43.19999999999999,Con_Sea_Was
6542,2022-01-03,First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10003394,130,140,2,2,280,5.6,14.399999999999977,Con_Sea_Was
6543,2023-08-03,First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,TEC-PH-10003171,100,110,3,2,330,6.6,23.399999999999977,Con_Sea_Was
6544,2022-07-24,First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10003123,30,30,1,5,30,1.5,-1.5,Con_Sea_Was
6545,2023-10-08,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,OFF-BI-10003007,60,60,5,2,300,6.0,-6.0,Con_Cle_Ohi
6546,2022-03-17,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Labels,OFF-LA-10000973,10,10,2,3,20,0.6,-0.6000000000000014,Con_Cle_Ohi
6547,2023-08-06,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,OFF-PA-10000483,20,20,1,2,20,0.4,-0.3999999999999986,Con_Cle_Ohi
6548,2023-08-29,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Furniture,Chairs,FUR-CH-10000863,590,630,6,3,3780,113.4,126.59999999999991,Hom_Elm_Ill
6549,2023-05-14,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,OFF-PA-10003036,20,20,3,2,60,1.2,-1.2000000000000028,Hom_Elm_Ill
6550,2023-01-30,First Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,FUR-CH-10002304,130,160,6,5,960,48.0,132.0,Hom_Lak_Min
